"claim_no","claim_amount_true"
"H05998",6500.9
"H05999",6381.34
"H06000",6345.53
"H06001",6193.21
"H06002",6083.65
"H06003",5906.95
"H06004",5691.37
"H06005",5643.51
"H06006",5489.32
"H06007",5389.99
"H06008",5124.67
"H06009",5031.57
"H06010",4990.66
"H06011",4933.88
"H06012",4914.98
"H06013",4912.47
"H06014",4885.31
"H06015",4778
"H06016",4648.92
"H06017",4617.68
"H06018",4531.64
"H06019",4460.55
"H06020",4406.56
"H06021",4345.64
"H06022",4216.14
"H06023",4158.09
"H06024",4157.65
"H06025",4097.87
"H06026",4043.29
"H06027",3864
"H06028",3858.47
"H06029",3846.6
"H06030",3759.82
"H06031",3729.71
"H06032",3650.51
"H06033",3562.93
"H06034",3407.25
"H06035",3375.12
"H06036",3311.53
"H06037",3296.29
"H06038",3280.39
"H06039",3259.71
"H06040",3181.1
"H06041",3139.38
"H06042",3110.34
"H06043",3037.06
"H06044",3012.69
"H06045",2971.4
"H06046",2953.78
"H06047",2885.43
"H06048",2883.95
"H06049",2883.17
"H06050",2784.06
"H06051",2771.98
"H06052",2742.6
"H06053",2737.75
"H06054",2693.15
"H06055",2676.31
"H06056",2649.87
"H06057",2637.04
"H06058",2636.06
"H06059",2630.23
"H06060",2624
"H06061",2620
"H06062",2618.61
"H06063",2613.43
"H06064",2612.98
"H06065",2572.15
"H06066",2568.88
"H06067",2545
"H06068",2530.16
"H06069",2497.95
"H06070",2465.76
"H06071",2465
"H06072",2455.58
"H06073",2449.76
"H06074",2395.98
"H06075",2375.51
"H06076",2330.36
"H06077",2305
"H06078",2299.6
"H06079",2285.29
"H06080",2263.37
"H06081",2232.12
"H06082",2230.84
"H06083",2182.08
"H06084",2149
"H06085",2131
"H06086",2107.68
"H06087",2100
"H06088",2036.48
"H06089",2011.07
"H06090",1973.7
"H06091",1942.91
"H06092",1899.84
"H06093",1899
"H06094",1895.52
"H06095",1885.16
"H06096",1862.47
"H06097",1821.77
"H06098",1812.69
"H06099",1784.33
"H06100",1776.97
"H06101",1774.02
"H06102",1767.51
"H06103",1764
"H06104",1755.97
"H06105",1745.59
"H06106",1732.5
"H06107",1709.33
"H06108",1695.68
"H06109",1637.78
"H06110",1623.82
"H06111",1603.93
"H06112",1600.38
"H06113",1593
"H06114",1572.94
"H06115",1558.24
"H06116",1553.72
"H06117",1552.58
"H06118",1552.3
"H06119",1549.73
"H06120",1540.04
"H06121",1515.16
"H06122",1513.24
"H06123",1501.77
"H06124",1500
"H06125",1466.35
"H06126",1460.05
"H06127",1454.49
"H06128",1449.51
"H06129",1432.1
"H06130",1430.98
"H06131",1426.3
"H06132",1403.65
"H06133",1400
"H06134",1390.79
"H06135",1374
"H06136",1365.5
"H06137",1352.71
"H06138",1351.65
"H06139",1314.22
"H06140",1274.23
"H06141",1268.49
"H06142",1268.1
"H06143",1263.03
"H06144",1261.14
"H06145",1237.92
"H06146",1235.76
"H06147",1234.85
"H06148",1216.36
"H06149",1200.15
"H06150",1196.85
"H06151",1185.21
"H06152",1170.23
"H06153",1152.73
"H06154",1148.76
"H06155",1147.64
"H06156",1137.42
"H06157",1123.29
"H06158",1116.57
"H06159",1103.79
"H06160",1094.62
"H06161",1086.87
"H06162",1082.09
"H06163",1077.83
"H06164",1074.61
"H06165",1071.95
"H06166",1064.18
"H06167",1048.92
"H06168",1044.75
"H06169",1040.44
"H06170",1019.18
"H06171",1013.06
"H06172",995.3
"H06173",995.03
"H06174",989.29
"H06175",973.11
"H06176",972.85
"H06177",970.7
"H06178",968.8
"H06179",968.58
"H06180",965
"H06181",958.04
"H06182",944
"H06183",941.92
"H06184",925.51
"H06185",919.7
"H06186",908.1
"H06187",900.27
"H06188",894.5
"H06189",894.33
"H06190",874.04
"H06191",873.15
"H06192",870.75
"H06193",866.37
"H06194",863.08
"H06195",862.33
"H06196",860.56
"H06197",857.87
"H06198",854.1
"H06199",852.32
"H06200",840.58
"H06201",835.13
"H06202",833.33
"H06203",824.05
"H06204",812.41
"H06205",808.49
"H06206",804.64
"H06207",803.48
"H06208",802.66
"H06209",785
"H06210",783.52
"H06211",769.15
"H06212",768.07
"H06213",765.74
"H06214",762
"H06215",750
"H06216",748.73
"H06217",747.82
"H06218",746.67
"H06219",736.48
"H06220",730.49
"H06221",718.75
"H06222",715.64
"H06223",714.74
"H06224",713.73
"H06225",710.57
"H06226",703.96
"H06227",701.15
"H06228",700.59
"H06229",698.45
"H06230",694.7
"H06231",692.34
"H06232",689.92
"H06233",689.9
"H06234",681.91
"H06235",660.76
"H06236",645.97
"H06237",645.92
"H06238",629.94
"H06239",628.96
"H06240",628.77
"H06241",622.64
"H06242",612.03
"H06243",611.57
"H06244",593.91
"H06245",590.39
"H06246",581.33
"H06247",570.67
"H06248",568.31
"H06249",568.01
"H06250",567.11
"H06251",564.48
"H06252",562.85
"H06253",560.2
"H06254",550.15
"H06255",545.4
"H06256",542.28
"H06257",540.39
"H06258",536.77
"H06259",528.44
"H06260",524.56
"H06261",511.5
"H06262",511.17
"H06263",507.76
"H06264",505.78
"H06265",501.15
"H06266",499.51
"H06267",499.29
"H06268",497.6
"H06269",493.58
"H06270",493.3
"H06271",488.96
"H06272",485.95
"H06273",485.05
"H06274",479.69
"H06275",476.67
"H06276",468.9
"H06277",452.45
"H06278",448.77
"H06279",436.59
"H06280",431.88
"H06281",419.27
"H06282",411.45
"H06283",404.7
"H06284",400.25
"H06285",395.22
"H06286",395.15
"H06287",392.7
"H06288",389.87
"H06289",382.74
"H06290",381.07
"H06291",364.49
"H06292",348.75
"H06293",346.11
"H06294",343.12
"H06295",343.01
"H06296",337.12
"H06297",326.75
"H06298",323.12
"H06299",311.11
"H06300",309.02
"H06301",308.6
"H06302",307.11
"H06303",306.68
"H06304",260.94
"H06305",257.18
"H06306",256.44
"H06307",255.15
"H06308",245.28
"H06309",216.05
"H06310",214.5
"H06311",204
"H06312",200
"H06313",182.86
"H06314",159.25
"H06315",157.29
"H06316",155.55
"H06317",100.51
"H06318",100
"H06319",97.61
"H06320",97
"H06321",94.49
"H06322",76.55
"H06323",73.29
"H06324",65.44
"H06325",64.19
"H06326",61.34
"H06327",55
"H06328",16493.89
"H06329",12840.97
"H06330",11882.08
"H06331",11714
"H06332",9886.05
"H06333",9126.38
"H06334",8695.91
"H06335",8676.89
"H06336",8332.26
"H06337",8247.68
"H06338",8185.88
"H06339",8116.02
"H06340",7681.88
"H06341",7617.74
"H06342",7470.43
"H06343",7453.37
"H06344",7346.8
"H06345",7271.87
"H06346",7020.35
"H06347",6953.43
"H06348",6852.97
"H06349",6353.97
"H06350",6224.4
"H06351",6167.91
"H06352",6117.43
"H06353",6080.52
"H06354",6004.24
"H06355",5915.24
"H06356",5736.48
"H06357",5559.99
"H06358",5556.29
"H06359",5467.37
"H06360",5405.21
"H06361",5170.83
"H06362",5090.77
"H06363",4836.97
"H06364",4799.3
"H06365",4731.81
"H06366",4651.87
"H06367",4507.41
"H06368",4469.17
"H06369",4462.81
"H06370",4453.94
"H06371",4406.27
"H06372",4216.84
"H06373",4179.35
"H06374",4155.74
"H06375",4134.56
"H06376",4129.02
"H06377",4068.18
"H06378",4013.95
"H06379",3950.69
"H06380",3933.49
"H06381",3920.72
"H06382",3883
"H06383",3875.35
"H06384",3807.25
"H06385",3803.6
"H06386",3700
"H06387",3598.43
"H06388",3520.36
"H06389",3492
"H06390",3481.56
"H06391",3479.04
"H06392",3454.42
"H06393",3453.87
"H06394",3362.5
"H06395",3356.72
"H06396",3337.63
"H06397",3311.42
"H06398",3311.37
"H06399",3296.37
"H06400",3263.54
"H06401",3208.03
"H06402",3191.16
"H06403",3189.51
"H06404",3160
"H06405",3084.31
"H06406",3083.87
"H06407",3015.35
"H06408",3002.12
"H06409",2987.49
"H06410",2976.8
"H06411",2952.27
"H06412",2940.26
"H06413",2897.28
"H06414",2850
"H06415",2829.38
"H06416",2826.44
"H06417",2814.95
"H06418",2732.69
"H06419",2704.34
"H06420",2695.52
"H06421",2689.84
"H06422",2679.83
"H06423",2675.56
"H06424",2607.72
"H06425",2579.5
"H06426",2545.65
"H06427",2514.96
"H06428",2500
"H06429",2500
"H06430",2483.38
"H06431",2479.37
"H06432",2472.16
"H06433",2464.86
"H06434",2456.67
"H06435",2445.76
"H06436",2421.33
"H06437",2397.27
"H06438",2381.3
"H06439",2372.43
"H06440",2369.84
"H06441",2355
"H06442",2354.25
"H06443",2353.79
"H06444",2334.63
"H06445",2334.15
"H06446",2315.66
"H06447",2249.16
"H06448",2231.46
"H06449",2226
"H06450",2195.29
"H06451",2193.83
"H06452",2174.44
"H06453",2154.34
"H06454",2152.01
"H06455",2146.29
"H06456",2136.97
"H06457",2125.43
"H06458",2113.8
"H06459",2109.56
"H06460",2082.47
"H06461",2078.19
"H06462",2045.36
"H06463",2007
"H06464",2006.62
"H06465",1997.5
"H06466",1997.36
"H06467",1986.5
"H06468",1972.13
"H06469",1927.92
"H06470",1922.13
"H06471",1900.36
"H06472",1893.43
"H06473",1880.55
"H06474",1877.04
"H06475",1871.45
"H06476",1852.39
"H06477",1851.72
"H06478",1835.11
"H06479",1835
"H06480",1808
"H06481",1805.64
"H06482",1799.75
"H06483",1799.66
"H06484",1758.08
"H06485",1737.09
"H06486",1729.19
"H06487",1727.14
"H06488",1722.39
"H06489",1718.52
"H06490",1716.48
"H06491",1713.09
"H06492",1682.32
"H06493",1664.75
"H06494",1659.39
"H06495",1656.74
"H06496",1638.61
"H06497",1635
"H06498",1624.7
"H06499",1603.73
"H06500",1586.12
"H06501",1563.22
"H06502",1562.74
"H06503",1554.65
"H06504",1542.63
"H06505",1540.89
"H06506",1532.37
"H06507",1525.54
"H06508",1522.28
"H06509",1515.82
"H06510",1508.02
"H06511",1504.31
"H06512",1493.88
"H06513",1482.41
"H06514",1467.47
"H06515",1450.66
"H06516",1450
"H06517",1438.06
"H06518",1436.79
"H06519",1434.74
"H06520",1434.16
"H06521",1425.75
"H06522",1417.96
"H06523",1408.97
"H06524",1407.91
"H06525",1400
"H06526",1375.26
"H06527",1350
"H06528",1348.14
"H06529",1339.19
"H06530",1321.31
"H06531",1311.36
"H06532",1266.74
"H06533",1263.97
"H06534",1263.22
"H06535",1261.83
"H06536",1261.15
"H06537",1259.68
"H06538",1250
"H06539",1247.34
"H06540",1234.27
"H06541",1220.37
"H06542",1205.26
"H06543",1204.08
"H06544",1202.04
"H06545",1200
"H06546",1185.21
"H06547",1184.54
"H06548",1180.45
"H06549",1178.97
"H06550",1162.77
"H06551",1157.56
"H06552",1156.38
"H06553",1155.18
"H06554",1154.64
"H06555",1152.08
"H06556",1150.72
"H06557",1139.36
"H06558",1121.22
"H06559",1120
"H06560",1118.96
"H06561",1091.06
"H06562",1084.3
"H06563",1071.7
"H06564",1071.44
"H06565",1070.34
"H06566",1056.89
"H06567",1040.58
"H06568",1038.76
"H06569",1037.08
"H06570",1029.67
"H06571",1024.8
"H06572",1021.35
"H06573",1019.76
"H06574",1012.73
"H06575",1000.17
"H06576",1000
"H06577",992.95
"H06578",991.26
"H06579",989
"H06580",983.23
"H06581",977.32
"H06582",970
"H06583",960.4
"H06584",958.87
"H06585",956.84
"H06586",954.26
"H06587",949.15
"H06588",948.35
"H06589",946.91
"H06590",942.04
"H06591",941.73
"H06592",939.13
"H06593",935.97
"H06594",925.48
"H06595",922.15
"H06596",914.11
"H06597",912.89
"H06598",891.16
"H06599",891
"H06600",885.61
"H06601",885.1
"H06602",882.83
"H06603",870.77
"H06604",867.75
"H06605",865.94
"H06606",864.02
"H06607",862.57
"H06608",855.74
"H06609",852.2
"H06610",844.3
"H06611",841.01
"H06612",838.87
"H06613",838.76
"H06614",832.63
"H06615",831.27
"H06616",829.64
"H06617",828.38
"H06618",824.95
"H06619",824.84
"H06620",811.23
"H06621",806.22
"H06622",804.24
"H06623",800
"H06624",789.69
"H06625",789.1
"H06626",788.11
"H06627",780.86
"H06628",780.68
"H06629",779.14
"H06630",777.6
"H06631",775.79
"H06632",765.09
"H06633",764.52
"H06634",757.8
"H06635",754.3
"H06636",753.73
"H06637",738.11
"H06638",734.38
"H06639",728.19
"H06640",725.77
"H06641",722.25
"H06642",704.04
"H06643",700
"H06644",694.8
"H06645",688.07
"H06646",687.81
"H06647",686.98
"H06648",684.48
"H06649",682.45
"H06650",680.24
"H06651",678.18
"H06652",677.6
"H06653",673.86
"H06654",670.39
"H06655",665.21
"H06656",663.79
"H06657",656.78
"H06658",653.36
"H06659",651.74
"H06660",646.52
"H06661",641.94
"H06662",641.79
"H06663",627.49
"H06664",624.79
"H06665",621.86
"H06666",606.83
"H06667",597.92
"H06668",594.07
"H06669",588.94
"H06670",584.08
"H06671",582.32
"H06672",576.69
"H06673",573.56
"H06674",564.16
"H06675",563.61
"H06676",560
"H06677",549.52
"H06678",540.88
"H06679",533.72
"H06680",531.21
"H06681",519.62
"H06682",519.54
"H06683",517.19
"H06684",512.5
"H06685",497.26
"H06686",493.95
"H06687",487.66
"H06688",480.61
"H06689",480.1
"H06690",479.54
"H06691",470
"H06692",468.33
"H06693",459.41
"H06694",455.16
"H06695",453.55
"H06696",448.56
"H06697",446.88
"H06698",445.8
"H06699",441.8
"H06700",436.91
"H06701",431.77
"H06702",428.38
"H06703",426.42
"H06704",422.5
"H06705",421.99
"H06706",416.09
"H06707",413.77
"H06708",413.44
"H06709",413.3
"H06710",409.23
"H06711",403.01
"H06712",401.8
"H06713",384.41
"H06714",384.34
"H06715",383.57
"H06716",383.13
"H06717",382.77
"H06718",382.13
"H06719",382.04
"H06720",377.6
"H06721",375.89
"H06722",375.07
"H06723",370.64
"H06724",367.92
"H06725",361.8
"H06726",351.62
"H06727",350
"H06728",328.64
"H06729",327.68
"H06730",326.43
"H06731",319.94
"H06732",319.79
"H06733",308.47
"H06734",282.69
"H06735",281.69
"H06736",276.78
"H06737",271.14
"H06738",269.92
"H06739",269.87
"H06740",269.28
"H06741",264.34
"H06742",262.68
"H06743",261.45
"H06744",261
"H06745",259.3
"H06746",250
"H06747",250
"H06748",249.22
"H06749",246
"H06750",245.79
"H06751",242.79
"H06752",227.5
"H06753",209.7
"H06754",207.85
"H06755",200
"H06756",198.07
"H06757",195.6
"H06758",180.58
"H06759",175
"H06760",161.48
"H06761",160
"H06762",152.72
"H06763",136.45
"H06764",129
"H06765",117.84
"H06766",103.87
"H06767",64.62
"H06768",47.41
"H06769",39.31
"H06770",35
"H06771",27.46
"H06772",25
"H06773",21.58
